gchr	fend	sstart	tag	fgeneid	sgeneid	len1	len2	id	distance	cdis
chr9	264892	265098	Convergent	YIL048W	YIL047C-A	3456	369	p2797	206	<=250
chr10	557602	557808	Convergent	YJR064W	YJR065C	1689	1350	p3156	206	<=250
chr10	675852	676058	Codirectional-	YJR134C	YJR135C	2124	720	p3220	206	<=250
chr10	677234	677440	Convergent	YJR135W-A	YJR136C	264	1266	p3222	206	<=250
chr11	292631	292837	Convergent	YKL077W	YKL076C	1179	384	p3389	206	<=250
chr13	165326	165532	Convergent	YML055W	YML054C	537	1776	p4166	206	<=250
chr13	712109	712315	Codirectional+	YMR219W	YMR220W	4977	1356	p4445	206	<=250
chr16	44344	44550	Codirectional-	YPL264C	YPL263C	1062	1956	p5521	206	<=250
chr16	817923	818129	Codirectional-	YPR141C	YPR142C	2190	564	p5909	206	<=250
chr4	1428980	1429187	Codirectional-	YDR487C	YDR488C	627	1602	p1387	207	<=250
chr7	6652	6859	Divergent	YGL261C	YGL260W	363	231	p1850	207	<=250
chr7	631273	631480	Convergent	YGR070W	YGR071C	3468	2583	p2163	207	<=250
chr7	1017759	1017966	Codirectional-	YGR262C	YGR263C	786	1275	p2351	207	<=250
chr9	433721	433928	Divergent	YIR040C	YIR041W	333	375	p2891	207	<=250
chr10	9138	9345	Divergent	YJL223C	YJL222W-B	363	138	p2894	207	<=250
chr11	2181	2388	Divergent	YKL224C	YKL223W	372	333	p3250	207	<=250
chr11	421216	421423	Codirectional-	YKL011C	YKL010C	1062	4452	p3456	207	<=250
chr11	584744	584951	Codirectional+	YKR077W	YKR078W	1092	1758	p3540	207	<=250
chr12	98836	99043	Codirectional-	YLL023C	YLL022C	840	1158	p3611	207	<=250
chr12	547645	547852	Codirectional-	YLR198C	YLR199C	360	917	p3838	207	<=250
chr15	793868	794075	Convergent	YOR244W	YOR245C	1338	1257	p5356	207	<=250
chr15	850729	850936	Convergent	YOR286W	YOR287C	450	903	p5394	207	<=250
chr2	547251	547459	Codirectional+	YBR152W	YBR153W	876	735	p365	208	<=250
chr2	603476	603684	Convergent	YBR187W	YBR188C	843	423	p400	208	<=250
chr7	591877	592085	Convergent	YGR049W	YGR050C	564	357	p2143	208	<=250
chr12	105347	105555	Convergent	YLL021W	YLL020C	4401	306	p3613	208	<=250
chr13	865350	865558	Codirectional-	YMR299C	YMR300C	939	1533	p4528	208	<=250
chr14	533870	534078	Convergent	YNL051W	YNL050C	1212	904	p4827	208	<=250
chr15	998244	998452	Convergent	YOR352W	YOR353C	1032	2376	p5460	208	<=250
chr2	504644	504853	Codirectional+	YBR134W	YBR135W	402	453	p347	209	<=250
chr4	28775	28984	Codirectional-	YDL239C	YDL238C	2373	1470	p690	209	<=250
chr4	61801	62010	Divergent	YDL222C	YDL221W	930	552	p706	209	<=250
chr4	337277	337486	Divergent	YDL065C	YDL064W	1029	584	p856	209	<=250
chr7	234507	234716	Codirectional-	YGL144C	YGL143C	2058	1242	p1959	209	<=250
chr8	497280	497489	Codirectional-	YHR198C	YHR199C	966	933	p2648	209	<=250
chr12	522453	522662	Codirectional+	YLR184W	YLR185W	348	626	p3825	209	<=250
chr13	140214	140423	Codirectional-	YML067C	YML066C	1152	1110	p4153	209	<=250
chr14	409909	410118	Convergent	YNL116W	YNL115C	1569	1935	p4764	209	<=250
chr16	32803	33012	Codirectional+	YPL270W	YPL269W	2322	1935	p5515	209	<=250
chr4	300003	300213	Codirectional-	YDL088C	YDL087C	1587	786	p834	210	<=250
chr4	399129	399339	Codirectional+	YDL030W	YDL029W	1593	1299	p886	210	<=250
chr4	1357369	1357579	Convergent	YDR448W	YDR449C	1305	1323	p1350	210	<=250
chr5	25978	26188	Codirectional-	YEL068C	YEL067C	333	588	p1449	210	<=250
chr7	505859	506069	Divergent	YGR005C	YGR006W	1203	756	p2099	210	<=250
chr7	697234	697444	Convergent	YGR103W	YGR104C	1818	924	p2194	210	<=250
chr12	121111	121321	Codirectional+	YLL015W	YLL014W	4680	327	p3617	210	<=250
chr12	398319	398529	Divergent	YLR127C	YLR128W	2562	904	p3756	210	<=250
chr12	964879	965089	Convergent	YLR420W	YLR421C	1095	471	p4046	210	<=250
chr13	271136	271346	Codirectional-	YMR001C	YMR001C-A	2118	231	p4220	210	<=250
chr14	340858	341068	Convergent	YNL157W	YNL156C	507	900	p4723	210	<=250
chr15	506767	506977	Convergent	YOR096W	YOR097C	974	528	p5218	210	<=250
chr16	139409	139619	Convergent	YPL218W	YPL217C	712	3552	p5566	210	<=250
chr16	795767	795977	Convergent	YPR132W	YPR133C	803	1233	p5899	210	<=250
chr4	840392	840603	Convergent	YDR189W	YDR190C	2001	1392	p1098	211	<=250
chr8	436958	437169	Convergent	YHR165W-A	YHR166C	312	1881	p2613	211	<=250
chr9	327995	328206	Convergent	YIL014W	YIL013C	1893	4236	p2833	211	<=250
chr12	507585	507796	Convergent	YLR175W	YLR176C	1452	2436	p3816	211	<=250
chr13	294967	295178	Convergent	YMR012W	YMR013C	3834	1560	p4232	211	<=250
chr13	703367	703578	Convergent	YMR217W	YMR218C	1578	3309	p4443	211	<=250
chr14	712811	713022	Convergent	YNR048W	YNR049C	1182	633	p4924	211	<=250
chr1	39046	39258	Divergent	YAL056C-A	YAL056W	351	2643	p16	212	<=250
chr2	533549	533761	Divergent	YBR144C	YBR145W	315	1056	p357	212	<=250
chr2	738369	738581	Divergent	YBR264C	YBR265W	600	963	p480	212	<=250
chr3	103358	103570	Codirectional-	YCL011C	YCL010C	1284	780	p567	212	<=250
chr4	818495	818707	Convergent	YDR178W	YDR179C	546	489	p1086	212	<=250
chr5	116970	117182	Convergent	YEL021W	YEL020C-B	804	198	p1496	212	<=250
chr7	474276	474488	Convergent	YGL012W	YGL011C	1422	759	p2081	212	<=250
chr11	451988	452200	Codirectional+	YKR007W	YKR008W	555	1878	p3474	212	<=250
chr11	507707	507919	Convergent	YKR034W	YKR035C	810	642	p3499	212	<=250
chr12	1000129	1000341	Convergent	YLR430W	YLR431C	6696	1362	p4055	212	<=250
chr14	325052	325264	Convergent	YNL165W	YNL164C	1221	1056	p4714	212	<=250
chr14	673061	673273	Codirectional-	YNR025C	YNR026C	360	1416	p4900	212	<=250
chr15	270420	270632	Codirectional-	YOL029C	YOL028C	606	738	p5091	212	<=250
chr16	720424	720636	Divergent	YPR093C	YPR094W	867	324	p5863	212	<=250
chr2	427484	427697	Codirectional-	YBR091C	YBR092C	330	1404	p306	213	<=250
chr4	733924	734137	Divergent	YDR139C	YDR140W	307	666	p1048	213	<=250
chr4	1129374	1129587	Codirectional+	YDR330W	YDR331W	1503	1236	p1238	213	<=250
chr5	332368	332581	Codirectional-	YER087C-A	YER087C-B	552	249	p1614	213	<=250
chr5	373234	373447	Convergent	YER106W	YER107C	909	1098	p1635	213	<=250
chr6	48925	49138	Codirectional+	YFL041W-A	YFL041W	192	1869	p1746	213	<=250
chr6	107585	107798	Codirectional+	YFL014W	YFL013W-A	330	804	p1775	213	<=250
chr6	154313	154526	Convergent	YFR004W	YFR005C	921	1347	p1792	213	<=250
chr7	514340	514553	Codirectional+	YGR012W	YGR013W	1182	1863	p2105	213	<=250
chr7	747736	747949	Convergent	YGR127W	YGR128C	939	2142	p2219	213	<=250
chr7	1038501	1038714	Codirectional-	YGR271C-A	YGR273C	702	525	p2359	213	<=250
chr8	284625	284838	Codirectional-	YHR090C	YHR091C	849	1932	p2535	213	<=250
chr11	381858	382071	Divergent	YKL032C	YKL031W	1794	414	p3434	213	<=250
chr15	659601	659814	Convergent	YOR174W	YOR175C	855	1860	p5291	213	<=250
chr4	22608	22822	Divergent	YDL240C-A	YDL240W	138	3054	p688	214	<=250
chr5	474805	475019	Divergent	YER153C	YER154W	765	1209	p1681	214	<=250
chr5	525759	525973	Codirectional+	YER169W	YER170W	2391	678	p1697	214	<=250
chr7	346904	347118	Divergent	YGL087C	YGL086W	499	2250	p2013	214	<=250
chr8	332067	332281	Codirectional+	YHR109W	YHR110W	1758	639	p2554	214	<=250
chr9	309171	309385	Codirectional-	YIL024C	YIL023C	570	1041	p2822	214	<=250
chr11	605418	605632	Codirectional-	YKR088C	YKR089C	1014	2733	p3551	214	<=250
chr12	617318	617532	Divergent	YLR239C	YLR240W	987	2628	p3874	214	<=250
chr12	879508	879722	Codirectional+	YLR380W	YLR381W	1227	2202	p4005	214	<=250
chr16	30267	30481	Codirectional+	YPL271W	YPL270W	189	2322	p5514	214	<=250
chr16	715941	716155	Convergent	YPR089W	YPR091C	2667	2313	p5861	214	<=250
chr1	131983	132198	Codirectional+	YAL012W	YAL011W	1185	1878	p61	215	<=250
chr2	49358	49573	Codirectional+	YBL090W	YBL089W	534	1380	p125	215	<=250
chr2	299950	300165	Codirectional+	YBR030W	YBR031W	1659	1089	p243	215	<=250
chr2	723054	723269	Codirectional+	YBR252W	YBR253W	444	366	p467	215	<=250
chr4	394001	394216	Codirectional+	YDL032W	YDL031W	312	2988	p884	215	<=250
chr4	472941	473156	Codirectional+	YDR012W	YDR013W	1089	627	p923	215	<=250
chr8	234658	234873	Codirectional-	YHR069C	YHR069C-A	1080	363	p2510	215	<=250
chr11	125543	125758	Codirectional+	YKL173W	YKL172W	3027	1284	p3298	215	<=250
chr12	859336	859551	Codirectional+	YLR368W	YLR369W	1797	1974	p3995	215	<=250
chr15	111886	112101	Divergent	YOL108C	YOL107W	456	1029	p5013	215	<=250
chr15	207176	207391	Codirectional-	YOL064C	YOL063C	1074	2874	p5058	215	<=250
chr16	711138	711353	Codirectional+	YPR086W	YPR087W	1038	321	p5859	215	<=250
chr3	252628	252844	Divergent	YCR077C	YCR079W	2391	1329	p649	216	<=250
chr5	128608	128824	Divergent	YEL014C	YEL013W	306	1737	p1505	216	<=250
chr8	12285	12501	Divergent	YHL046C	YHL045W	363	348	p2387	216	<=250
chr8	181760	181976	Codirectional+	YHR036W	YHR037W	1416	1728	p2474	216	<=250
chr11	451217	451433	Divergent	YKR006C	YKR007W	795	555	p3473	216	<=250
chr12	322080	322296	Codirectional+	YLR090W	YLR091W	1380	882	p3720	216	<=250
chr13	634472	634688	Convergent	YMR186W	YMR187C	2118	1296	p4410	216	<=250
chr13	722396	722612	Codirectional-	YMR226C	YMR227C	804	1773	p4452	216	<=250
chr15	132508	132724	Codirectional-	YOL099C	YOL098C	492	3114	p5022	216	<=250
chr15	198725	198941	Divergent	YOL070C	YOL069W	1506	1356	p5052	216	<=250
chr5	65167	65384	Codirectional-	YEL048C	YEL047C	459	1413	p1469	217	<=250
chr7	269075	269292	Codirectional-	YGL129C	YGL128C	1353	852	p1973	217	<=250
chr7	431330	431547	Convergent	YGL036W	YGL035C	2730	1515	p2058	217	<=250
chr9	277505	277722	Codirectional+	YIL041W	YIL040W	981	417	p2805	217	<=250
chr9	385346	385563	Convergent	YIR018W	YIR018C-A	738	138	p2866	217	<=250
chr12	183405	183622	Divergent	YLR020C	YLR021W	1617	540	p3652	217	<=250
chr13	153001	153218	Convergent	YML060W	YML059C	1131	5040	p4160	217	<=250
chr13	688865	689082	Codirectional+	YMR210W	YMR211W	1350	1428	p4436	217	<=250
chr15	205885	206102	Codirectional-	YOL065C	YOL064C	1155	1074	p5057	217	<=250
chr16	876629	876846	Codirectional-	YPR166C	YPR167C	348	786	p5936	217	<=250
chr4	330447	330665	Codirectional-	YDL072C	YDL071C	612	375	p851	218	<=250
chr7	436351	436569	Convergent	YGL033W	YGL032C	727	264	p2061	218	<=250
chr8	491712	491930	Codirectional+	YHR195W	YHR196W	966	1728	p2645	218	<=250
chr9	374306	374524	Divergent	YIR008C	YIR009W	1230	336	p2856	218	<=250
chr10	387438	387656	Divergent	YJL031C	YJL030W	1071	591	p3074	218	<=250
chr12	382252	382470	Convergent	YLR116W	YLR117C	1431	2064	p3746	218	<=250
chr12	888632	888850	Convergent	YLR383W	YLR384C	3345	4050	p4008	218	<=250
chr12	1004128	1004346	Convergent	YLR432W	YLR433C	1572	1662	p4057	218	<=250
chr13	79690	79908	Divergent	YML097C	YML096W	1356	1578	p4125	218	<=250
chr14	51688	51906	Codirectional-	YNL311C	YNL310C	2292	525	p4583	218	<=250
chr15	147163	147381	Codirectional+	YOL091W	YOL090W	1830	2895	p5031	218	<=250
chr15	379562	379780	Codirectional+	YOR025W	YOR026W	1344	1026	p5150	218	<=250
chr16	553408	553626	Convergent	YPL003W	YPL002C	1389	702	p5775	218	<=250
chr1	74823	75042	Convergent	YAL037W	YAL036C	804	1110	p35	219	<=250
chr3	37616	37835	Convergent	YCL051W	YCL050C	1752	966	p534	219	<=250
chr7	805049	805268	Convergent	YGR157W	YGR158C	2610	753	p2248	219	<=250
chr8	177999	178218	Divergent	YHR034C	YHR035W	1035	1893	p2472	219	<=250
chr8	498859	499078	Divergent	YHR199C-A	YHR200W	289	807	p2650	219	<=250
chr10	526664	526883	Convergent	YJR048W	YJR049C	330	1593	p3140	219	<=250
chr11	78646	78865	Codirectional-	YKL194C	YKL193C	1389	1017	p3277	219	<=250
chr11	131068	131287	Codirectional-	YKL169C	YKL168C	384	2175	p3301	219	<=250
chr11	497358	497577	Convergent	YKR028W	YKR029C	3102	2256	p3494	219	<=250
chr14	154880	155099	Codirectional+	YNL262W	YNL261W	6669	1440	p4630	219	<=250
chr15	58539	58758	Codirectional+	YOL141W	YOL140W	2088	1272	p4981	219	<=250
chr16	460559	460778	Convergent	YPL051W	YPL050C	597	1188	p5729	219	<=250
chr2	216366	216586	Codirectional-	YBL007C	YBL006C	3735	543	p205	220	<=250
chr4	241197	241417	Codirectional+	YDL124W	YDL123W	939	423	p801	220	<=250
chr4	500879	501099	Divergent	YDR028C	YDR029W	3045	315	p939	220	<=250
chr5	70257	70477	Codirectional+	YEL044W	YEL043W	501	2871	p1473	220	<=250
chr7	61854	62074	Codirectional+	YGL233W	YGL232W	2733	928	p1877	220	<=250
chr10	433000	433220	Convergent	YJL003W	YJL002C	357	1431	p3096	220	<=250
chr10	528476	528696	Divergent	YJR049C	YJR050W	1593	708	p3141	220	<=250
chr11	253476	253696	Convergent	YKL101W	YKL100C	4557	1764	p3364	220	<=250
chr11	565892	566112	Codirectional-	YKR065C	YKR066C	594	1086	p3528	220	<=250
chr12	442737	442957	Codirectional-	YLR151C	YLR152C	1023	1731	p3780	220	<=250
chr15	48643	48863	Divergent	YOL147C	YOL146W	711	585	p4975	220	<=250
chr2	634924	635145	Codirectional+	YBR206W	YBR207W	324	1398	p422	221	<=250
chr4	85985	86206	Convergent	YDL210W	YDL209C	1716	1020	p717	221	<=250
chr4	268699	268920	Codirectional+	YDL108W	YDL107W	1002	1056	p816	221	<=250
chr7	270775	270996	Divergent	YGL127C	YGL126W	384	1143	p1975	221	<=250
chr10	468333	468554	Convergent	YJR020W	YJR021C	333	1025	p3117	221	<=250
chr10	569399	569620	Codirectional-	YJR069C	YJR070C	594	978	p3161	221	<=250
chr11	47972	48193	Codirectional+	YKL208W	YKL207W	816	762	p3266	221	<=250
chr12	341588	341809	Codirectional+	YLR099W-A	YLR100W	264	1044	p3730	221	<=250
chr12	343767	343988	Codirectional-	YLR102C	YLR103C	798	1953	p3732	221	<=250
chr12	512940	513161	Convergent	YLR177W	YLR178C	1887	660	p3818	221	<=250
chr12	971695	971916	Convergent	YLR422W	YLR423C	5799	1254	p4048	221	<=250
chr14	734069	734290	Divergent	YNR057C	YNR058W	714	1443	p4933	221	<=250
chr2	651192	651414	Codirectional+	YBR213W	YBR214W	825	1584	p429	222	<=250
chr2	749371	749593	Divergent	YBR273C	YBR274W	1311	1584	p488	222	<=250
chr4	101067	101289	Codirectional-	YDL200C	YDL199C	567	2064	p727	222	<=250
chr4	1319841	1320063	Divergent	YDR424C	YDR425W	455	1878	p1331	222	<=250
chr4	1430789	1431011	Divergent	YDR488C	YDR489W	1602	885	p1388	222	<=250
chr5	342167	342389	Codirectional-	YER091C	YER091C-A	2304	222	p1619	222	<=250
chr7	174322	174544	Divergent	YGL175C	YGL174W	1038	801	p1932	222	<=250
chr7	374827	375049	Codirectional-	YGL070C	YGL069C	369	465	p2028	222	<=250
chr11	403879	404101	Divergent	YKL018C-A	YKL018W	300	990	p3448	222	<=250
chr12	857317	857539	Codirectional+	YLR367W	YLR368W	876	1797	p3994	222	<=250
chr2	736040	736263	Divergent	YBR262C	YBR263W	321	1473	p478	223	<=250
chr3	155096	155319	Divergent	YCR020C-A	YCR020W-B	267	237	p598	223	<=250
chr4	65018	65241	Divergent	YDL220C	YDL219W	2775	524	p707	223	<=250
chr4	856093	856316	Divergent	YDR200C	YDR201W	1815	498	p1108	223	<=250
chr4	1427207	1427430	Codirectional-	YDR485C	YDR486C	2388	690	p1385	223	<=250
chr5	453235	453458	Codirectional+	YER140W	YER141W	1671	1461	p1669	223	<=250
chr7	1016750	1016973	Codirectional-	YGR261C	YGR262C	2430	786	p2350	223	<=250
chr8	219884	220107	Divergent	YHR058C	YHR059W	888	393	p2499	223	<=250
chr11	407241	407464	Codirectional-	YKL017C	YKL016C	2052	525	p3450	223	<=250
chr12	246977	247200	Divergent	YLR051C	YLR052W	654	753	p3683	223	<=250
chr12	399433	399656	Codirectional+	YLR128W	YLR129W	904	2832	p3757	223	<=250
chr14	347542	347765	Convergent	YNL152W	YNL151C	1230	756	p4728	223	<=250
chr16	479001	479224	Divergent	YPL040C	YPL039W	3009	951	p5739	223	<=250
chr2	450656	450880	Convergent	YBR104W	YBR105C	990	1089	p318	224	<=250
chr2	730162	730386	Divergent	YBR258C	YBR259W	429	2067	p474	224	<=250
chr4	414888	415112	Convergent	YDL021W	YDL020C	936	1596	p893	224	<=250
chr4	503273	503497	Divergent	YDR030C	YDR031W	1521	366	p941	224	<=250
chr6	134296	134520	Convergent	YFL004W	YFL003C	2487	2637	p1784	224	<=250
chr7	227529	227753	Convergent	YGL148W	YGL147C	1131	576	p1955	224	<=250
chr7	454560	454784	Codirectional+	YGL022W	YGL021W	2157	2283	p2071	224	<=250
chr8	220500	220724	Codirectional+	YHR059W	YHR060W	393	546	p2500	224	<=250
chr10	39969	40193	Convergent	YJL209W	YJL208C	1965	990	p2907	224	<=250
chr10	503485	503709	Convergent	YJR037W	YJR038C	384	363	p3130	224	<=250
chr11	632801	633025	Convergent	YKR097W	YKR098C	1650	2154	p3561	224	<=250
chr12	973170	973394	Divergent	YLR423C	YLR424W	1254	2127	p4049	224	<=250
chr14	372226	372450	Codirectional-	YNL135C	YNL134C	345	1131	p4745	224	<=250
chr14	670193	670417	Divergent	YNR022C	YNR023W	420	1701	p4898	224	<=250
chr15	196995	197219	Convergent	YOL071W	YOL070C	489	1506	p5051	224	<=250
chr15	946008	946232	Convergent	YOR334W	YOR335C	1413	2877	p5442	224	<=250
chr16	364727	364951	Divergent	YPL098C	YPL097W	342	1479	p5682	224	<=250
chr3	223228	223453	Codirectional-	YCR057C	YCR059C	2772	777	p632	225	<=250
chr4	285165	285390	Codirectional-	YDL098C	YDL097C	585	1305	p826	225	<=250
chr7	499906	500131	Divergent	YGR002C	YGR003W	1431	2235	p2096	225	<=250
chr8	258018	258243	Convergent	YHR078W	YHR079C	1659	3348	p2521	225	<=250
chr9	273846	274071	Codirectional-	YIL044C	YIL043C	897	855	p2802	225	<=250
chr10	47433	47658	Codirectional-	YJL207C	YJL206C	6045	2277	p2909	225	<=250
chr10	690524	690749	Codirectional-	YJR139C	YJR140C	1080	4947	p3226	225	<=250
chr11	77032	77257	Convergent	YKL195W	YKL194C	1212	1389	p3276	225	<=250
chr12	273915	274140	Codirectional-	YLR069C	YLR070C	2286	1071	p3700	225	<=250
chr13	20535	20760	Codirectional-	YML126C	YML125C	1476	939	p4095	225	<=250
chr13	738959	739184	Codirectional+	YMR232W	YMR233W	2034	681	p4459	225	<=250
chr13	845345	845570	Divergent	YMR287C	YMR288W	2910	2916	p4516	225	<=250
chr14	116453	116678	Codirectional+	YNL278W	YNL277W-A	3183	189	p4615	225	<=250
chr15	185212	185437	Codirectional+	YOL078W	YOL077W-A	3531	207	p5044	225	<=250
chr15	461276	461501	Divergent	YOR071C	YOR072W	1797	315	p5194	225	<=250
chr15	850054	850279	Codirectional+	YOR285W	YOR286W	420	450	p5393	225	<=250
chr15	1051064	1051289	Divergent	YOR379C	YOR380W	339	1641	p5485	225	<=250
chr2	304703	304929	Convergent	YBR033W	YBR034C	2760	1047	p246	226	<=250
chr4	827355	827581	Divergent	YDR181C	YDR182W	1446	1476	p1090	226	<=250
chr4	999877	1000103	Convergent	YDR265W	YDR266C	1014	1920	p1174	226	<=250
chr5	454919	455145	Convergent	YER141W	YER142C	1461	891	p1670	226	<=250
chr7	520863	521089	Convergent	YGR014W	YGR015C	3921	987	p2107	226	<=250
chr10	88560	88786	Divergent	YJL180C	YJL179W	978	330	p2932	226	<=250
chr10	191345	191571	Convergent	YJL120W	YJL119C	324	324	p2990	226	<=250
chr13	77040	77266	Divergent	YML099C	YML098W	2643	504	p4123	226	<=250
chr13	775719	775945	Codirectional-	YMR252C	YMR253C	405	1245	p4480	226	<=250
chr14	440570	440796	Codirectional-	YNL098C	YNL097C-B	969	123	p4779	226	<=250
chr15	181455	181681	Codirectional+	YOL079W	YOL078W	399	3531	p5043	226	<=250
chr16	577358	577584	Convergent	YPR009W	YPR010C	807	3612	p5787	226	<=250
chr2	184125	184352	Codirectional+	YBL020W	YBL019W	1725	1563	p192	227	<=250
chr4	789221	789448	Divergent	YDR166C	YDR167W	2916	621	p1072	227	<=250
chr10	658689	658916	Codirectional-	YJR126C	YJR127C	2436	4143	p3213	227	<=250
chr13	835098	835325	Codirectional-	YMR282C	YMR283C	1743	1542	p4511	227	<=250
chr15	1017652	1017879	Codirectional-	YOR361C	YOR362C	2292	867	p5469	227	<=250
chr3	69921	70149	Divergent	YCL029C	YCL028W	1323	1218	p553	228	<=250
chr3	113541	113769	Codirectional+	YCL001W-A	YCL001W-B	462	255	p576	228	<=250
chr4	850999	851227	Divergent	YDR196C	YDR197W	726	1170	p1105	228	<=250
chr7	448535	448763	Codirectional-	YGL026C	YGL025C	2124	1194	p2068	228	<=250
chr7	636875	637103	Codirectional-	YGR075C	YGR076C	729	474	p2166	228	<=250
chr8	342120	342348	Codirectional+	YHR116W	YHR117W	456	1920	p2561	228	<=250
chr10	669293	669521	Codirectional+	YJR131W	YJR132W	1650	3147	p3217	228	<=250
chr13	537609	537837	Codirectional+	YMR133W	YMR134W	1403	714	p4355	228	<=250
chr14	701666	701894	Codirectional+	YNR042W	YNR043W	429	1191	p4918	228	<=250
chr15	424617	424845	Codirectional-	YOR050C	YOR051C	348	1239	p5176	228	<=250
chr16	729528	729756	Codirectional-	YPR098C	YPR099C	582	357	p5868	228	<=250
chr4	1092511	1092740	Codirectional-	YDR314C	YDR315C	2079	846	p1220	229	<=250
chr8	413455	413684	Convergent	YHR157W	YHR158C	549	3495	p2605	229	<=250
chr10	345743	345972	Codirectional+	YJL050W	YJL049W	3222	1353	p3056	229	<=250
chr10	573751	573980	Codirectional+	YJR074W	YJR075W	657	1191	p3165	229	<=250
chr11	315724	315953	Codirectional+	YKL066W	YKL065W-A	444	222	p3400	229	<=250
chr14	71443	71672	Convergent	YNL298W	YNL297C	2529	4911	p4595	229	<=250
chr14	694822	695051	Codirectional-	YNR036C	YNR037C	462	276	p4913	229	<=250
chr15	445849	446078	Convergent	YOR063W	YOR064C	1164	660	p5187	229	<=250
chr15	559731	559960	Codirectional-	YOR125C	YOR126C	702	717	p5244	229	<=250
chr15	646896	647125	Convergent	YOR165W	YOR166C	2331	1377	p5284	229	<=250
chr16	667446	667675	Codirectional+	YPR054W	YPR055W	1167	3198	p5829	229	<=250
chr2	530638	530868	Convergent	YBR142W	YBR143C	2322	1314	p355	230	<=250
chr4	160764	160994	Convergent	YDL168W	YDL167C	1161	2160	p757	230	<=250
chr4	829354	829584	Codirectional+	YDR182W-A	YDR183W	204	693	p1092	230	<=250
chr7	698368	698598	Divergent	YGR104C	YGR105W	924	234	p2195	230	<=250
chr8	52988	53218	Convergent	YHL027W	YHL026C	1878	948	p2406	230	<=250
chr12	777942	778172	Convergent	YLR322W	YLR323C	315	780	p3953	230	<=250
chr12	782896	783126	Convergent	YLR326W	YLR327C	723	261	p3957	230	<=250
chr14	52431	52661	Divergent	YNL310C	YNL309W	525	1263	p4584	230	<=250
chr16	237107	237337	Divergent	YPL167C	YPL166W	4515	642	p5616	230	<=250
chr16	833458	833688	Divergent	YPR152C	YPR153W	1398	557	p5918	230	<=250
chr2	657600	657831	Divergent	YBR216C	YBR217W	2025	561	p432	231	<=250
chr3	258651	258882	Divergent	YCR081C-A	YCR082W	237	387	p651	231	<=250
chr4	492324	492555	Convergent	YDR025W	YDR026C	810	1713	p936	231	<=250
chr4	682492	682723	Convergent	YDR115W	YDR116C	318	858	p1025	231	<=250
chr4	1434268	1434499	Codirectional-	YDR490C	YDR491C	2301	492	p1390	231	<=250
chr7	58890	59121	Codirectional+	YGL234W	YGL233W	2409	2733	p1876	231	<=250
chr7	1014089	1014320	Convergent	YGR260W	YGR261C	1605	2430	p2349	231	<=250
chr8	452640	452871	Codirectional+	YHR174W	YHR175W	1314	570	p2622	231	<=250
